sale_id,date,item,qty,amount,status
S01122,23/03/2025,croissant,1,3.75,paid
S01123,2025-03-23,cinnamon bun,1,4.25,paid
S01124,2025-03-23,cinnamon bun,1,4.25,paid
S01125,2025-03-23,apple tart,2,11.00,paid
S01126,2025-03-23,seed rye,1,8.25,paid
S01127,2025-03-23,sourdough loaf,1,7.50,paid
S01128,2025-03-23,cinnamon bun,3,12.75,paid
S01129,2025-03-23,cinnamon bun,2,8.50,paid
S01130,2025-03-23,sourdough loaf,3,22.50,paid
S01131,2025-03-23,filter coffee,3,9.00,paid
S01132,2025-03-23,filter coffee,3,9.00,paid
S01133,2025-03-24,filter coffee,1,3.00,paid
S01134,2025-03-24,croissant,3,11.25,paid
S01135,2025-03-24,sourdough loaf,2,15.00,paid
S01136,2025-03-24,filter coffee,1,3.00,paid
S01137,2025-03-24,croissant,1,3.75,paid
S01138,2025-03-24,filter coffee,3,9.00,paid
S01139,2025-03-24,apple tart,1,5.50,paid
S01140,2025-03-24,filter coffee,1,3.00,paid
S01141,2025-03-25,seed rye,1,8.25,paid
S01142,2025-03-25,apple tart,1,5.50,paid
S01143,2025-03-25,croissant,2,7.50,paid
S01144,2025-03-25,apple tart,3,16.50,paid
S01145,2025-03-25,croissant,2,7.50,paid
S01146,2025-03-25,filter coffee,1,3.00,paid
S01147,2025-03-25,apple tart,2,11.00,paid
S01148,2025-03-25,apple tart,1,5.50,paid
S01149,2025-03-25,cinnamon bun,1,4.25,paid
S01150,2025-03-25,filter coffee,2,6.00,paid
S01151,2025-03-26,croissant,1,3.75,paid
S01152,2025-03-26,sourdough loaf,1,7.50,paid
S01153,2025-03-26,croissant,2,7.50,paid
S01154,2025-03-26,apple tart,2,11.00,paid
S01155,2025-03-26,apple tart,2,11.00,paid
S01156,2025-03-26,croissant,2,7.50,paid
S01157,2025-03-26,cinnamon bun,1,4.25,paid
S01158,2025-03-26,croissant,1,3.75,void
S01159,2025-03-26,sourdough loaf,2,15.00,paid
S01160,2025-03-26,filter coffee,3,9.00,paid
S01161,2025-03-26,croissant,2,7.50,paid
S01162,2025-03-27,filter coffee,2,6.00,paid
S01163,2025-03-27,sourdough loaf,2,15.00,paid
S01164,2025-03-27,apple tart,1,5.50,paid
S01165,2025-03-27,croissant,2,7.50,void
S01166,2025-03-27,sourdough loaf,3,22.50,paid
S01167,2025-03-27,filter coffee,3,9.00,paid
S01168,2025-03-27,croissant,3,11.25,paid
S01169,2025-03-27,cinnamon bun,1,4.25,paid
S01170,2025-03-27,cinnamon bun,1,4.25,paid
S01171,2025-03-27,seed rye,2,16.50,paid
S01172,2025-03-27,apple tart,3,16.50,paid
S01173,2025-03-27,apple tart,1,5.50,paid
S01174,2025-03-27,cinnamon bun,1,4.25,paid
S01175,2025-03-28,croissant,1,3.75,paid
S01176,2025-03-28,cinnamon bun,1,4.25,paid
S01177,2025-03-28,apple tart,1,5.50,paid
S01178,2025-03-28,filter coffee,2,6.00,paid
S01179,2025-03-28,sourdough loaf,1,7.50,paid
S01180,2025-03-28,croissant,1,3.75,paid
S01181,2025-03-28,apple tart,1,5.50,paid
S01182,2025-03-28,croissant,1,3.75,paid
S01183,2025-03-28,croissant,2,7.50,paid
S01184,2025-03-28,seed rye,1,8.25,paid
S01185,2025-03-28,filter coffee,1,3.00,paid
S01186,2025-03-28,cinnamon bun,1,4.25,refunded
S01187,2025-03-28,sourdough loaf,3,22.50,paid
S01188,2025-03-28,sourdough loaf,1,7.50,refunded
S01189,2025-03-28,cinnamon bun,1,4.25,paid
S01190,2025-03-28,apple tart,2,11.00,paid
S01191,2025-03-28,seed rye,1,8.25,paid
S01192,2025-03-29,seed rye,2,16.50,paid
S01193,2025-03-29,seed rye,3,24.75,paid
S01194,2025-03-29,filter coffee,2,6.00,paid
S01195,2025-03-29,filter coffee,2,6.00,paid
S01196,2025-03-29,apple tart,1,5.50,paid
S01197,2025-03-29,cinnamon bun,1,4.25,paid
S01198,2025-03-29,apple tart,1,5.50,paid
S01199,2025-03-29,apple tart,1,5.50,paid
S01200,2025-03-29,seed rye,2,16.50,paid
S01201,2025-03-29,cinnamon bun,1,4.25,paid
S01202,2025-03-29,seed rye,2,16.50,paid
S01203,2025-03-29,cinnamon bun,1,4.25,paid
S01204,2025-03-29,filter coffee,2,6.00,paid
S01205,2025-03-29,filter coffee,1,3.00,paid
S01206,2025-03-29,filter coffee,2,6.00,paid
S01207,2025-03-29,sourdough loaf,3,22.50,paid
S01208,2025-03-29,apple tart,2,11.00,paid
S01209,2025-03-29,apple tart,1,5.50,paid
S01210,2025-03-29,seed rye,1,8.25,paid
S01211,2025-03-29,seed rye,2,16.50,paid
S01212,2025-03-30,sourdough loaf,1,7.50,paid
S01213,2025-03-30,cinnamon bun,1,4.25,paid
S01214,2025-03-30,cinnamon bun,2,8.50,paid
S01215,2025-03-30,apple tart,1,5.50,paid
S01216,2025-03-30,filter coffee,2,6.00,paid
S01217,2025-03-30,cinnamon bun,1,4.25,paid
S01218,2025-03-30,croissant,1,3.75,paid
S01219,2025-03-30,seed rye,2,16.50,paid
S01220,2025-03-30,apple tart,2,11.00,paid
S01221,2025-03-30,sourdough loaf,2,15.00,paid
S01222,2025-03-30,filter coffee,2,6.00,paid
S01223,2025-03-30,apple tart,1,5.50,paid
S01224,2025-03-30,seed rye,1,8.25,paid
S01225,2025-03-30,seed rye,1,8.25,paid
S01226,2025-03-30,seed rye,1,8.25,paid
S01227,2025-03-30,croissant,1,3.75,paid
S01228,2025-03-30,croissant,2,7.50,paid
S01229,2025-03-30,cinnamon bun,2,8.50,paid
S01230,2025-03-30,sourdough loaf,2,15.00,paid
S01231,2025-03-30,cinnamon bun,3,12.75,paid
S01232,2025-03-30,cinnamon bun,3,12.75,paid
S01233,2025-03-31,apple tart,1,5.50,void
S01234,2025-03-31,apple tart,2,11.00,paid
S01235,2025-03-31,cinnamon bun,2,8.50,paid
S01236,2025-03-31,cinnamon bun,3,12.75,paid
S01237,2025-03-31,apple tart,3,16.50,paid
S01238,2025-03-31,seed rye,1,8.25,paid
S01239,2025-03-31,seed rye,1,8.25,paid
S01240,2025-04-01,cinnamon bun,2,8.50,paid
S01241,2025-04-01,seed rye,3,24.75,paid
S01242,2025-04-01,croissant,1,3.75,paid
S01243,2025-04-01,cinnamon bun,1,4.25,paid
S01244,2025-04-01,seed rye,1,8.25,paid
S01245,2025-04-01,croissant,1,3.75,paid
S01246,2025-04-01,seed rye,2,16.50,paid
S01247,2025-04-01,croissant,1,3.75,paid
S01248,2025-04-01,apple tart,1,5.50,paid
S01249,2025-04-01,seed rye,3,24.75,paid
S01250,2025-04-01,croissant,1,3.75,paid
S01251,2025-04-02,cinnamon bun,1,4.25,paid
S01252,2025-04-02,sourdough loaf,2,15.00,paid
S01253,2025-04-02,seed rye,1,8.25,paid
S01254,2025-04-02,sourdough loaf,1,7.50,paid
S01255,2025-04-02,cinnamon bun,1,4.25,paid
S01256,2025-04-02,cinnamon bun,1,4.25,paid
S01257,2025-04-02,sourdough loaf,1,7.50,paid
S01258,2025-04-02,sourdough loaf,1,7.50,paid
S01259,2025-04-03,filter coffee,1,3.00,paid
S01260,2025-04-03,apple tart,1,5.50,paid
S01261,2025-04-03,cinnamon bun,2,8.50,paid
S01262,2025-04-03,croissant,1,3.75,paid
S01263,2025-04-03,apple tart,1,5.50,paid
S01264,2025-04-03,croissant,2,7.50,paid
S01265,2025-04-03,apple tart,2,11.00,paid
S01266,2025-04-03,croissant,3,11.25,paid
S01267,2025-04-04,sourdough loaf,1,7.50,paid
S01268,2025-04-04,seed rye,3,24.75,paid
S01269,2025-04-04,apple tart,3,16.50,paid
S01270,2025-04-04,apple tart,2,11.00,paid
S01271,2025-04-04,sourdough loaf,2,15.00,paid
S01272,2025-04-04,filter coffee,3,9.00,paid
S01273,2025-04-04,filter coffee,2,6.00,paid
S01274,2025-04-04,apple tart,1,5.50,paid
S01275,2025-04-04,croissant,2,7.50,paid
S01276,2025-04-04,croissant,1,3.75,paid
S01277,2025-04-04,seed rye,2,16.50,paid
S01278,2025-04-04,cinnamon bun,3,12.75,paid
S01279,2025-04-04,cinnamon bun,2,8.50,paid
S01280,2025-04-04,seed rye,1,8.25,paid
S01281,2025-04-05,seed rye,1,8.25,paid
S01282,2025-04-05,sourdough loaf,1,7.50,paid
S01283,2025-04-05,sourdough loaf,2,15.00,paid
S01284,2025-04-05,cinnamon bun,1,4.25,paid
S01285,2025-04-05,seed rye,1,8.25,refunded
S01286,2025-04-05,cinnamon bun,3,12.75,paid
S01287,2025-04-05,filter coffee,2,6.00,paid
S01288,2025-04-05,cinnamon bun,1,4.25,paid
S01289,2025-04-05,seed rye,3,24.75,paid
S01290,2025-04-05,cinnamon bun,1,4.25,paid
S01291,2025-04-05,filter coffee,2,6.00,paid
S01292,2025-04-05,cinnamon bun,2,8.50,paid
S01293,2025-04-05,cinnamon bun,2,8.50,paid
S01294,2025-04-05,sourdough loaf,2,15.00,paid
S01295,2025-04-05,filter coffee,1,3.00,paid
S01296,2025-04-05,sourdough loaf,3,22.50,paid
S01297,2025-04-05,seed rye,3,24.75,paid
S01298,2025-04-05,seed rye,1,8.25,paid
S01299,2025-04-05,sourdough loaf,2,15.00,paid
S01300,2025-04-05,croissant,1,3.75,paid
S01301,2025-04-05,filter coffee,1,3.00,paid
S01302,2025-04-06,filter coffee,1,3.00,paid
S01303,2025-04-06,filter coffee,1,3.00,paid
S01304,2025-04-06,sourdough loaf,2,15.00,paid
S01305,2025-04-06,croissant,2,7.50,paid
S01306,2025-04-06,sourdough loaf,2,15.00,void
S01307,2025-04-06,apple tart,3,16.50,paid
S01308,2025-04-06,seed rye,2,16.50,paid
S01309,2025-04-06,cinnamon bun,1,4.25,paid
S01310,2025-04-06,apple tart,3,16.50,paid
S01311,2025-04-06,croissant,1,3.75,void
S01312,2025-04-06,cinnamon bun,2,8.50,paid
S01313,2025-04-06,cinnamon bun,1,,paid
S01314,2025-04-06,seed rye,1,8.25,paid
S01315,2025-04-06,sourdough loaf,1,7.50,paid
S01316,2025-04-06,filter coffee,1,3.00,void
S01317,2025-04-06,apple tart,2,11.00,paid
S01318,2025-04-06,apple tart,2,11.00,paid
S01319,2025-04-06,sourdough loaf,1,7.50,paid
S01320,2025-04-06,filter coffee,1,3.00,paid
S01321,2025-04-06,sourdough loaf,1,7.50,paid
S01322,2025-04-06,apple tart,2,11.00,refunded
S01323,2025-04-06,seed rye,1,8.25,paid
S01324,2025-04-06,seed rye,2,16.50,paid
S01325,2025-04-06,sourdough loaf,1,7.50,paid
S01326,2025-04-06,filter coffee,1,3.00,paid
S01327,2025-04-07,sourdough loaf,1,7.50,paid
S01328,2025-04-07,croissant,1,3.75,paid
S01329,2025-04-07,seed rye,2,16.50,paid
S01330,2025-04-07,sourdough loaf,3,22.50,paid
S01331,2025-04-07,croissant,2,7.50,paid
S01332,2025-04-07,cinnamon bun,1,4.25,paid
S01333,2025-04-07,filter coffee,1,3.00,refunded
S01334,2025-04-07,croissant,2,7.50,paid
S01335,2025-04-08,seed rye,1,8.25,paid
S01336,2025-04-08,sourdough loaf,1,7.50,void
S01337,2025-04-08,croissant,2,7.50,paid
S01338,2025-04-08,filter coffee,1,3.00,paid
S01339,2025-04-08,cinnamon bun,1,4.25,paid
S01340,2025-04-08,seed rye,2,16.50,paid
S01341,2025-04-08,apple tart,1,5.50,paid
S01342,2025-04-08,filter coffee,2,,void
S01343,2025-04-08,croissant,3,11.25,paid
S01344,2025-04-08,croissant,2,7.50,paid
S01345,2025-04-08,croissant,2,7.50,paid
S01346,2025-04-08,filter coffee,1,3.00,paid
S01347,2025-04-08,croissant,1,3.75,paid
S01348,2025-04-09,apple tart,3,16.50,paid
S01349,2025-04-09,croissant,2,7.50,paid
S01350,2025-04-09,sourdough loaf,2,15.00,paid
S01351,2025-04-09,croissant,1,3.75,paid
S01352,2025-04-09,seed rye,2,16.50,paid
S01353,2025-04-09,filter coffee,2,6.00,refunded
S01354,2025-04-09,seed rye,2,16.50,void
S01355,2025-04-09,apple tart,3,16.50,paid
S01356,2025-04-09,croissant,2,7.50,paid
S01357,2025-04-09,apple tart,3,16.50,paid
S01358,2025-04-09,cinnamon bun,2,8.50,paid
S01359,2025-04-09,sourdough loaf,2,15.00,paid
S01360,2025-04-09,cinnamon bun,1,4.25,paid
S01361,2025-04-10,filter coffee,1,3.00,paid
S01362,2025-04-10,filter coffee,1,3.00,paid
S01363,2025-04-10,cinnamon bun,1,4.25,paid
S01364,2025-04-10,croissant,1,3.75,paid
S01365,2025-04-10,seed rye,2,16.50,paid
S01366,2025-04-10,croissant,1,3.75,paid
S01367,2025-04-10,seed rye,1,8.25,paid
S01368,2025-04-10,filter coffee,2,6.00,paid
S01369,2025-04-10,cinnamon bun,1,4.25,paid
S01370,2025-04-10,sourdough loaf,2,15.00,paid
S01371,2025-04-10,sourdough loaf,1,7.50,paid
S01372,2025-04-10,cinnamon bun,1,4.25,paid
S01373,2025-04-10,apple tart,1,5.50,paid
S01374,2025-04-10,filter coffee,1,3.00,paid
S01375,2025-04-11,sourdough loaf,1,7.50,paid
S01376,2025-04-11,croissant,3,11.25,paid
S01377,2025-04-11,filter coffee,1,3.00,paid
S01378,2025-04-11,sourdough loaf,1,7.50,void
S01379,2025-04-11,cinnamon bun,3,12.75,paid
S01380,2025-04-11,croissant,2,7.50,paid
S01381,2025-04-11,croissant,1,3.75,paid
S01382,2025-04-11,filter coffee,1,3.00,paid
S01383,2025-04-11,apple tart,1,5.50,paid
S01384,2025-04-11,filter coffee,2,6.00,paid
S01385,2025-04-11,seed rye,2,16.50,paid
S01386,2025-04-12,cinnamon bun,3,12.75,paid
S01387,2025-04-12,seed rye,3,24.75,paid
S01388,2025-04-12,apple tart,2,11.00,refunded
S01389,2025-04-12,apple tart,1,5.50,paid
S01390,2025-04-12,sourdough loaf,1,7.50,void
S01391,2025-04-12,sourdough loaf,1,7.50,paid
S01392,2025-04-12,sourdough loaf,1,7.50,paid
S01393,2025-04-12,sourdough loaf,1,7.50,paid
S01394,2025-04-12,cinnamon bun,3,12.75,paid
S01395,2025-04-12,seed rye,1,8.25,paid
S01396,2025-04-12,filter coffee,2,6.00,paid
S01397,2025-04-12,cinnamon bun,2,8.50,paid
S01398,2025-04-12,cinnamon bun,2,8.50,paid
S01399,2025-04-12,cinnamon bun,1,4.25,paid
S01400,2025-04-12,filter coffee,1,3.00,paid
S01401,2025-04-12,cinnamon bun,1,4.25,paid
S01402,2025-04-12,apple tart,1,5.50,paid
S01403,2025-04-12,cinnamon bun,1,4.25,paid
S01404,2025-04-12,croissant,2,7.50,paid
S01405,2025-04-12,filter coffee,2,6.00,paid
S01406,2025-04-12,sourdough loaf,2,15.00,paid
S01407,2025-04-12,croissant,1,3.75,paid
S01408,2025-04-13,sourdough loaf,1,7.50,paid
S01409,2025-04-13,sourdough loaf,2,15.00,paid
S01410,2025-04-13,sourdough loaf,3,22.50,paid
S01411,2025-04-13,apple tart,1,5.50,paid
S01412,2025-04-13,croissant,2,,paid
S01413,2025-04-13,seed rye,2,16.50,paid
S01414,2025-04-13,cinnamon bun,1,4.25,paid
S01415,2025-04-13,croissant,1,3.75,paid
S01416,2025-04-13,cinnamon bun,2,8.50,void
S01417,2025-04-13,seed rye,3,24.75,paid
S01418,2025-04-13,apple tart,1,5.50,paid
S01419,2025-04-13,croissant,1,3.75,paid
S01420,2025-04-13,cinnamon bun,2,8.50,void
S01421,2025-04-13,sourdough loaf,1,7.50,paid
S01422,2025-04-13,apple tart,2,11.00,paid
S01423,2025-04-13,sourdough loaf,3,22.50,paid
S01424,2025-04-13,seed rye,3,24.75,paid
S01425,2025-04-13,apple tart,1,5.50,paid
S01426,2025-04-13,cinnamon bun,1,4.25,paid
S01427,2025-04-13,croissant,2,7.50,void
S01428,2025-04-14,croissant,1,3.75,paid
S01429,2025-04-14,seed rye,3,24.75,paid
S01430,2025-04-14,sourdough loaf,1,7.50,paid
S01431,2025-04-14,croissant,3,11.25,paid
S01432,2025-04-14,cinnamon bun,1,4.25,paid
S01433,2025-04-14,seed rye,2,16.50,paid
S01434,2025-04-15,apple tart,2,11.00,paid
S01435,2025-04-15,filter coffee,2,6.00,paid
S01436,2025-04-15,seed rye,1,8.25,paid
S01437,2025-04-15,seed rye,1,8.25,paid
S01438,2025-04-15,sourdough loaf,1,7.50,paid
S01439,2025-04-15,seed rye,1,8.25,paid
S01440,2025-04-15,croissant,1,3.75,paid
S01441,2025-04-15,apple tart,3,16.50,paid
S01442,2025-04-15,apple tart,1,5.50,paid
S01443,2025-04-15,cinnamon bun,3,12.75,paid
S01444,2025-04-15,sourdough loaf,2,15.00,paid
S01445,2025-04-15,seed rye,1,8.25,paid
S01446,2025-04-15,seed rye,2,16.50,paid
S01447,2025-04-15,croissant,3,11.25,paid
S01448,2025-04-16,filter coffee,1,3.00,paid
S01449,2025-04-16,seed rye,1,8.25,paid
S01450,2025-04-16,cinnamon bun,1,4.25,paid
S01451,2025-04-16,cinnamon bun,2,8.50,paid
S01452,2025-04-16,filter coffee,2,6.00,paid
S01453,2025-04-16,cinnamon bun,3,12.75,paid
S01454,2025-04-16,filter coffee,1,3.00,paid
S01455,2025-04-17,croissant,1,3.75,paid
S01456,2025-04-17,sourdough loaf,1,7.50,paid
S01457,2025-04-17,filter coffee,3,9.00,paid
S01458,2025-04-17,apple tart,1,5.50,paid
S01459,2025-04-17,cinnamon bun,2,8.50,void
S01460,2025-04-17,seed rye,1,8.25,refunded
S01461,2025-04-17,filter coffee,1,3.00,paid
S01462,2025-04-17,cinnamon bun,2,8.50,paid
S01463,2025-04-17,filter coffee,1,3.00,paid
S01464,2025-04-17,cinnamon bun,2,8.50,paid
S01465,2025-04-17,croissant,2,7.50,paid
S01466,2025-04-17,apple tart,1,5.50,paid
S01467,2025-04-17,croissant,3,11.25,paid
S01468,2025-04-18,cinnamon bun,1,4.25,paid
S01469,2025-04-18,sourdough loaf,2,15.00,paid
S01470,2025-04-18,cinnamon bun,1,4.25,paid
S01471,2025-04-18,filter coffee,2,6.00,paid
S01472,2025-04-18,croissant,2,7.50,paid
S01473,2025-04-18,seed rye,1,8.25,void
S01474,2025-04-18,filter coffee,1,3.00,paid
S01475,2025-04-18,sourdough loaf,2,15.00,paid
S01476,2025-04-18,apple tart,2,11.00,paid
S01477,2025-04-18,apple tart,1,5.50,paid
S01478,2025-04-18,seed rye,1,8.25,paid
S01479,2025-04-18,cinnamon bun,2,8.50,paid
S01480,2025-04-18,filter coffee,2,6.00,paid
S01481,2025-04-18,croissant,1,3.75,void
S01482,2025-04-18,croissant,1,3.75,paid
S01483,2025-04-18,apple tart,2,11.00,paid
S01484,2025-04-18,sourdough loaf,2,15.00,paid
S01485,2025-04-18,apple tart,2,11.00,paid
S01486,2025-04-18,sourdough loaf,2,15.00,paid
S01487,2025-04-18,croissant,1,3.75,paid
S01488,2025-04-18,croissant,1,3.75,paid
S01489,2025-04-19,filter coffee,1,3.00,paid
S01490,2025-04-19,cinnamon bun,3,12.75,paid
S01491,2025-04-19,seed rye,1,8.25,refunded
S01492,2025-04-19,croissant,1,3.75,paid
S01493,2025-04-19,croissant,3,11.25,paid
S01494,2025-04-19,seed rye,1,8.25,paid
S01495,2025-04-19,seed rye,2,16.50,paid
S01496,2025-04-19,seed rye,2,16.50,paid
S01497,2025-04-19,sourdough loaf,2,15.00,paid
S01498,2025-04-19,seed rye,3,24.75,paid
S01499,2025-04-19,cinnamon bun,2,8.50,paid
S01500,2025-04-19,croissant,1,3.75,paid
S01501,2025-04-19,seed rye,1,8.25,paid
S01502,2025-04-19,sourdough loaf,1,7.50,paid
S01503,2025-04-19,cinnamon bun,1,4.25,paid
S01504,2025-04-19,seed rye,1,8.25,paid
S01505,2025-04-19,seed rye,1,8.25,paid
S01506,2025-04-19,seed rye,1,8.25,paid
S01507,2025-04-19,sourdough loaf,1,7.50,paid
S01508,2025-04-19,apple tart,2,11.00,paid
S01509,2025-04-20,sourdough loaf,1,7.50,paid
S01510,2025-04-20,filter coffee,2,6.00,paid
S01511,2025-04-20,cinnamon bun,2,8.50,paid
S01512,2025-04-20,seed rye,1,,paid
S01513,2025-04-20,sourdough loaf,3,22.50,paid
S01514,2025-04-20,apple tart,1,5.50,paid
S01515,2025-04-20,filter coffee,1,3.00,paid
S01516,2025-04-20,sourdough loaf,1,7.50,paid
S01517,2025-04-20,cinnamon bun,2,8.50,paid
S01518,2025-04-20,seed rye,2,16.50,paid
S01519,2025-04-20,cinnamon bun,3,12.75,paid
S01520,2025-04-20,seed rye,1,8.25,paid
S01521,2025-04-20,sourdough loaf,1,7.50,paid
S01522,2025-04-20,seed rye,2,16.50,paid
S01523,2025-04-20,filter coffee,3,9.00,refunded
S01524,2025-04-20,sourdough loaf,3,22.50,paid
S01525,2025-04-20,apple tart,3,16.50,paid
S01526,2025-04-20,sourdough loaf,3,22.50,paid
S01527,2025-04-20,cinnamon bun,1,4.25,paid
S01528,2025-04-20,croissant,1,3.75,paid
S01529,2025-04-20,filter coffee,3,9.00,paid
S01530,2025-04-20,cinnamon bun,2,8.50,paid
S01531,2025-04-20,seed rye,1,8.25,paid
S01532,2025-04-20,apple tart,3,16.50,paid
S01533,2025-04-20,sourdough loaf,1,7.50,paid
S01534,2025-04-20,sourdough loaf,1,7.50,paid
S01535,2025-04-21,seed rye,3,24.75,paid
S01536,2025-04-21,sourdough loaf,2,15.00,paid
S01537,2025-04-21,seed rye,1,8.25,void
S01538,2025-04-21,seed rye,1,8.25,paid
S01539,2025-04-22,sourdough loaf,2,15.00,paid
S01540,2025-04-22,seed rye,1,8.25,paid
S01541,2025-04-22,sourdough loaf,2,15.00,paid
S01542,2025-04-22,apple tart,1,5.50,paid
S01543,2025-04-22,cinnamon bun,3,12.75,paid
S01544,2025-04-22,apple tart,3,16.50,paid
S01545,2025-04-22,seed rye,1,8.25,paid
S01546,22/04/2025,cinnamon bun,1,4.25,paid
S01547,2025-04-22,apple tart,1,5.50,paid
S01548,2025-04-22,filter coffee,2,6.00,refunded
S01549,2025-04-22,sourdough loaf,3,22.50,paid
S01550,2025-04-22,croissant,2,7.50,refunded
S01551,2025-04-23,cinnamon bun,1,4.25,paid
S01552,2025-04-23,sourdough loaf,1,7.50,paid
S01553,2025-04-23,cinnamon bun,2,8.50,paid
S01554,2025-04-23,cinnamon bun,1,4.25,paid
S01555,2025-04-23,croissant,3,11.25,paid
S01556,2025-04-23,croissant,1,3.75,paid
S01557,2025-04-23,apple tart,1,5.50,paid
S01557,2025-04-23,apple tart,1,5.50,paid
S01558,2025-04-23,apple tart,1,5.50,paid
S01559,2025-04-24,apple tart,1,5.50,paid
S01560,2025-04-24,apple tart,1,5.50,paid
S01561,2025-04-24,sourdough loaf,1,7.50,paid
S01562,2025-04-24,cinnamon bun,1,4.25,void
S01563,2025-04-24,cinnamon bun,1,,paid
S01564,2025-04-24,apple tart,1,5.50,paid
S01565,2025-04-24,croissant,2,7.50,paid
S01566,2025-04-24,croissant,1,3.75,paid
S01567,2025-04-24,seed rye,3,24.75,paid
S01568,2025-04-24,cinnamon bun,3,12.75,paid
S01569,2025-04-24,seed rye,1,8.25,paid
S01570,2025-04-25,sourdough loaf,1,7.50,paid
S01571,2025-04-25,croissant,1,3.75,paid
S01572,2025-04-25,seed rye,1,8.25,paid
S01573,2025-04-25,filter coffee,1,3.00,paid
S01574,2025-04-25,sourdough loaf,1,7.50,paid
S01575,2025-04-25,seed rye,2,16.50,paid
S01576,2025-04-25,seed rye,2,16.50,paid
S01577,2025-04-25,apple tart,2,11.00,paid
S01578,2025-04-25,sourdough loaf,1,7.50,paid
S01579,2025-04-25,sourdough loaf,1,7.50,paid
S01580,2025-04-25,seed rye,2,16.50,paid
S01581,2025-04-25,cinnamon bun,2,8.50,paid
S01582,2025-04-25,apple tart,1,5.50,paid
S01583,2025-04-25,apple tart,1,5.50,paid
S01584,2025-04-25,croissant,1,3.75,void
S01585,2025-04-26,seed rye,1,8.25,paid
S01586,2025-04-26,apple tart,1,5.50,paid
S01587,2025-04-26,seed rye,2,16.50,paid
S01588,2025-04-26,seed rye,1,8.25,paid
S01589,2025-04-26,apple tart,2,11.00,paid
S01590,2025-04-26,filter coffee,1,3.00,void
S01591,2025-04-26,filter coffee,3,9.00,paid
S01592,2025-04-26,croissant,1,3.75,paid
S01593,2025-04-26,sourdough loaf,1,7.50,paid
S01594,2025-04-26,seed rye,1,8.25,paid
S01595,2025-04-26,apple tart,3,16.50,paid
S01596,2025-04-26,filter coffee,2,6.00,paid
S01597,2025-04-26,croissant,1,3.75,paid
S01598,2025-04-26,filter coffee,2,6.00,paid
S01599,2025-04-26,filter coffee,1,3.00,paid
S01600,2025-04-26,apple tart,2,,paid
S01601,2025-04-26,sourdough loaf,2,15.00,paid
S01602,2025-04-26,seed rye,1,8.25,paid
S01603,2025-04-27,filter coffee,1,3.00,paid
S01604,2025-04-27,seed rye,1,8.25,paid
S01605,2025-04-27,filter coffee,3,9.00,paid
S01606,2025-04-27,croissant,2,7.50,paid
S01607,2025-04-27,apple tart,2,11.00,paid
S01608,2025-04-27,filter coffee,2,6.00,paid
S01609,2025-04-27,croissant,1,3.75,paid
S01610,2025-04-27,sourdough loaf,2,15.00,paid
S01611,2025-04-27,seed rye,3,24.75,paid
S01612,2025-04-27,seed rye,2,16.50,paid
S01613,2025-04-27,filter coffee,1,3.00,void
S01614,2025-04-27,cinnamon bun,2,8.50,paid
S01615,2025-04-27,cinnamon bun,1,4.25,paid
S01616,2025-04-27,sourdough loaf,2,15.00,paid
S01617,2025-04-27,seed rye,2,16.50,paid
S01618,2025-04-28,filter coffee,1,3.00,refunded
S01619,2025-04-28,croissant,1,3.75,paid
S01620,2025-04-28,seed rye,1,8.25,paid
S01621,2025-04-28,filter coffee,1,3.00,paid
S01622,2025-04-28,apple tart,1,5.50,refunded
S01623,2025-04-28,cinnamon bun,1,4.25,paid
S01624,2025-04-28,sourdough loaf,3,22.50,paid
S01625,2025-04-28,cinnamon bun,1,4.25,paid
S01626,2025-04-28,sourdough loaf,2,15.00,paid
S01627,2025-04-28,apple tart,3,16.50,paid
S01628,2025-04-28,croissant,1,3.75,paid
S01629,2025-04-28,apple tart,1,5.50,paid
S01630,2025-04-28,filter coffee,1,3.00,paid
S01631,2025-04-29,filter coffee,1,3.00,paid
S01632,2025-04-29,sourdough loaf,1,7.50,paid
S01633,2025-04-29,filter coffee,1,3.00,paid
S01634,2025-04-29,croissant,1,3.75,refunded
S01635,2025-04-29,seed rye,1,8.25,paid
S01636,2025-04-29,apple tart,1,5.50,paid
S01637,2025-04-29,cinnamon bun,1,4.25,paid
S01638,2025-04-29,filter coffee,1,3.00,paid
S01639,2025-04-29,seed rye,1,8.25,paid
S01640,2025-04-29,filter coffee,1,3.00,paid
S01641,2025-04-29,filter coffee,2,6.00,paid
S01642,2025-04-29,apple tart,2,11.00,paid
S01643,2025-04-29,filter coffee,1,3.00,paid
S01644,2025-04-29,croissant,2,7.50,paid
S01645,2025-04-29,apple tart,1,5.50,paid
S01646,2025-04-30,apple tart,1,5.50,paid
S01647,2025-04-30,apple tart,3,16.50,paid
S01648,2025-04-30,sourdough loaf,1,7.50,paid
S01649,2025-04-30,seed rye,2,16.50,paid
S01650,2025-04-30,croissant,3,11.25,paid
S01651,2025-04-30,filter coffee,1,3.00,paid
S01652,2025-04-30,filter coffee,1,3.00,paid
S01653,2025-04-30,seed rye,3,24.75,paid
S01654,2025-04-30,filter coffee,1,3.00,paid
S01655,2025-04-30,apple tart,3,16.50,void
S01656,2025-04-30,seed rye,1,8.25,paid
S01657,2025-04-30,apple tart,1,5.50,paid
S01658,30/04/2025,apple tart,1,5.50,paid
